round_id,period,route,version,duration_ns,duration_s,bytes_completed,rank_count,checksum_errors,version_errors,orchestrator_command_start_ns,orchestrator_command_end_ns,orchestrator_duration_ns
0,warmup,A,0,1234227365,1.234227365,50331648,4,0,0,310664366141045,310665602489747,1236348702
1,baseline,A,0,1136679623,1.136679623,50331648,4,0,0,310665602550208,310666742943054,1140392846
2,baseline,A,0,1106091323,1.106091323,50331648,4,0,0,310666742998084,310667851074276,1108076192
3,post_fault,A,0,1285814229,1.285814229,50331648,4,0,0,310667863948810,310669153050148,1289101338
4,post_fault,A,0,1145553123,1.145553123,50331648,4,0,0,310669167505716,310670315673520,1148167804
5,post_fault,A,0,1193829178,1.193829178,50331648,4,0,0,310670315729221,310671511836260,1196107039
