rank,round_id,period,route,version,duration_ns,duration_s,bytes_sent,bytes_received,frame_count,checksum_errors,version_errors,step_durations_ns
0,0,warmup,A,0,1222831054,1.222831054,12582912,12582912,6,0,0,"[226010983, 176309814, 248569082, 187838037, 207385830, 176461527]"
1,0,warmup,A,0,1234227365,1.234227365,12582912,12582912,6,0,0,"[198567312, 207466240, 175304756, 260455857, 176692468, 215521391]"
2,0,warmup,A,0,1210859998,1.210859998,12582912,12582912,6,0,0,"[284928934, 175957172, 176594388, 174719170, 222612193, 175787920]"
3,0,warmup,A,0,1214449289,1.214449289,12582912,12582912,6,0,0,"[182670132, 282916216, 190678692, 189534121, 174982843, 193431707]"
0,1,baseline,A,0,1131738091,1.131738091,12582912,12582912,6,0,0,"[191556269, 174522470, 188207140, 174029324, 226795329, 176425986]"
1,1,baseline,A,0,1136679623,1.136679623,12582912,12582912,6,0,0,"[183190306, 200988333, 174519579, 194300444, 175986363, 207521760]"
2,1,baseline,A,0,1121882983,1.121882983,12582912,12582912,6,0,0,"[190933834, 174043995, 198343309, 176488816, 206564742, 175201495]"
3,1,baseline,A,0,1124891630,1.12489163,12582912,12582912,6,0,0,"[179965198, 192370527, 175112095, 201229054, 176464927, 199559750]"
0,2,baseline,A,0,1103540072,1.103540072,12582912,12582912,6,0,0,"[184388326, 182308727, 181036457, 174567040, 203787717, 177284953]"
1,2,baseline,A,0,1106091323,1.106091323,12582912,12582912,6,0,0,"[182635620, 183972252, 179039318, 198005127, 175764441, 186508514]"
2,2,baseline,A,0,1102758085,1.102758085,12582912,12582912,6,0,0,"[184266285, 177215374, 186416605, 176743048, 200695781, 177261324]"
3,2,baseline,A,0,1105938353,1.105938353,12582912,12582912,6,0,0,"[184182994, 179360102, 177154142, 204404773, 174537328, 186142051]"
0,3,post_fault,A,0,1283448188,1.283448188,12582912,12582912,6,0,0,"[183277236, 307885896, 236039662, 177746248, 193973982, 184346205]"
1,3,post_fault,A,0,1278160222,1.278160222,12582912,12582912,6,0,0,"[201749110, 226156025, 248299910, 245044171, 177147593, 179582113]"
2,3,post_fault,A,0,1285814229,1.285814229,12582912,12582912,6,0,0,"[351029254, 182267807, 179610454, 175205285, 212008160, 185495085]"
3,3,post_fault,A,0,1284267885,1.284267885,12582912,12582912,6,0,0,"[311952532, 226631828, 180849084, 198903885, 185244114, 180505831]"
0,4,post_fault,A,0,1145553123,1.145553123,12582912,12582912,6,0,0,"[179847256, 194610056, 176690388, 200550768, 176853270, 216765632]"
1,4,post_fault,A,0,1113573880,1.11357388,12582912,12582912,6,0,0,"[185417825, 175118224, 199130496, 175885941, 201618579, 176179754]"
2,4,post_fault,A,0,1140164295,1.140164295,12582912,12582912,6,0,0,"[179619794, 206011187, 175475118, 209838160, 176140832, 192846741]"
3,4,post_fault,A,0,1141703629,1.141703629,12582912,12582912,6,0,0,"[195379364, 175745709, 201793530, 176312094, 216677090, 175621358]"
0,5,post_fault,A,0,1189121256,1.189121256,12582912,12582912,6,0,0,"[180880074, 192927280, 177179462, 236555136, 175960812, 225390647]"
1,5,post_fault,A,0,1157742798,1.157742798,12582912,12582912,6,0,0,"[186564895, 174742171, 193346574, 175197645, 251969151, 175718209]"
2,5,post_fault,A,0,1161632644,1.161632644,12582912,12582912,6,0,0,"[181889675, 228553746, 176093714, 198524671, 174780362, 201570098]"
3,5,post_fault,A,0,1193829178,1.193829178,12582912,12582912,6,0,0,"[193797899, 174533770, 238619265, 175266216, 224679051, 186728528]"
