round_id,period,route,version,duration_ns,duration_s,bytes_completed,rank_count,checksum_errors,version_errors,orchestrator_command_start_ns,orchestrator_command_end_ns,orchestrator_duration_ns
0,warmup,A,0,1167409115,1.167409115,50331648,4,0,0,310654428960173,310655598441165,1169480992
1,baseline,A,0,1120903356,1.120903356,50331648,4,0,0,310655598524286,310656721822202,1123297916
2,baseline,A,0,1121701751,1.121701751,50331648,4,0,0,310656721908493,310657845088557,1123180064
3,post_fault,B,1,1174373516,1.174373516,50331648,4,0,0,310657859751217,310659036499004,1176747787
4,post_fault,B,1,1122842031,1.122842031,50331648,4,0,0,310659036557435,310660161977590,1125420155
5,post_fault,B,1,1144719014,1.144719014,50331648,4,0,0,310660162069430,310661309569509,1147500079
