rank,round_id,period,route,version,duration_ns,duration_s,bytes_sent,bytes_received,frame_count,checksum_errors,version_errors,step_durations_ns
0,0,warmup,A,0,1135004509,1.135004509,12582912,12582912,6,0,0,"[195398342, 176099062, 230896326, 179370051, 177047281, 175950402]"
1,0,warmup,A,0,1167409115,1.167409115,12582912,12582912,6,0,0,"[185868280, 190811843, 175420866, 230465622, 178157981, 206462391]"
2,0,warmup,A,0,1139086355,1.139086355,12582912,12582912,6,0,0,"[202873730, 175877161, 202339124, 177297843, 202860449, 177623466]"
3,0,warmup,A,0,1157005064,1.157005064,12582912,12582912,6,0,0,"[185448665, 204077291, 174192026, 199109097, 175084224, 218862381]"
0,1,baseline,A,0,1120903356,1.120903356,12582912,12582912,6,0,0,"[185053522, 178260522, 193141653, 176426275, 185015622, 202791078]"
1,1,baseline,A,0,1094060228,1.094060228,12582912,12582912,6,0,0,"[176969760, 193184723, 176489256, 185781418, 180292600, 181108428]"
2,1,baseline,A,0,1098892750,1.09889275,12582912,12582912,6,0,0,"[183103345, 176037252, 197638363, 181576570, 179074559, 181271369]"
3,1,baseline,A,0,1106670269,1.106670269,12582912,12582912,6,0,0,"[181757113, 187472483, 179157100, 187228551, 195961380, 174875782]"
0,2,baseline,A,0,1116637477,1.116637477,12582912,12582912,6,0,0,"[183972702, 178933859, 192590508, 175993533, 211012852, 173914914]"
1,2,baseline,A,0,1121701751,1.121701751,12582912,12582912,6,0,0,"[180346340, 212330162, 175464118, 176933560, 175181195, 201226905]"
2,2,baseline,A,0,1113263918,1.113263918,12582912,12582912,6,0,0,"[182177306, 178304823, 210602707, 176669758, 190516150, 174781801]"
3,2,baseline,A,0,1118127030,1.11812703,12582912,12582912,6,0,0,"[182136547, 192983221, 175714649, 198640392, 177088382, 191369588]"
0,3,post_fault,B,1,1159636458,1.159636458,12582912,12582912,6,0,0,"[235864409, 181893684, 176427266, 175418767, 214056548, 175747669]"
1,3,post_fault,B,1,1174373516,1.174373516,12582912,12582912,6,0,0,"[184434015, 230242920, 187661935, 184299105, 175226486, 212262333]"
2,3,post_fault,B,1,1147741742,1.147741742,12582912,12582912,6,0,0,"[220808497, 177082632, 196210691, 187620045, 189051018, 176756549]"
3,3,post_fault,B,1,1171601762,1.171601762,12582912,12582912,6,0,0,"[184469548, 215394760, 179672754, 219695708, 176771779, 195374894]"
0,4,post_fault,B,1,1105647570,1.10564757,12582912,12582912,6,0,0,"[183934572, 182440348, 212748386, 175453467, 175137095, 175728720]"
1,4,post_fault,B,1,1121064917,1.121064917,12582912,12582912,6,0,0,"[183320798, 187193870, 176085673, 211505425, 177160242, 185603697]"
2,4,post_fault,B,1,1114941552,1.114941552,12582912,12582912,6,0,0,"[185487915, 176745009, 198779984, 174809612, 201601447, 177328053]"
3,4,post_fault,B,1,1122842031,1.122842031,12582912,12582912,6,0,0,"[185476645, 191825992, 175501187, 187268441, 176561276, 205976126]"
0,5,post_fault,B,1,1139716030,1.13971603,12582912,12582912,6,0,0,"[195405803, 175627309, 211649856, 176868549, 204417553, 175538858]"
1,5,post_fault,B,1,1144299541,1.144299541,12582912,12582912,6,0,0,"[180208520, 200559369, 175123424, 211970719, 176097133, 200119485]"
2,5,post_fault,B,1,1139734250,1.13973425,12582912,12582912,6,0,0,"[202854839, 176023472, 201528897, 176105104, 208310008, 174688380]"
3,5,post_fault,B,1,1144719014,1.144719014,12582912,12582912,6,0,0,"[180164299, 204767386, 174926562, 204856907, 174938413, 204882726]"
