rank,round_id,period,route,version,duration_ns,duration_s,bytes_sent,bytes_received,frame_count,checksum_errors,version_errors,step_durations_ns
0,0,warmup,A,0,1178585803,1.178585803,12582912,12582912,6,0,0,"[231027658, 177301593, 199303648, 185096692, 205375681, 180243978]"
1,0,warmup,A,0,1189875353,1.189875353,12582912,12582912,6,0,0,"[186969539, 244645688, 176677099, 188231011, 178794057, 214289880]"
2,0,warmup,A,0,1159155081,1.159155081,12582912,12582912,6,0,0,"[190114567, 175970152, 254853989, 186707217, 175074944, 176206633]"
3,0,warmup,A,0,1180677401,1.180677401,12582912,12582912,6,0,0,"[183836092, 193499298, 174018905, 264763484, 180114179, 184214544]"
0,1,baseline,A,0,1145234399,1.145234399,12582912,12582912,6,0,0,"[185876020, 185991469, 175164424, 201235315, 175465517, 221293371]"
1,1,baseline,A,0,1123647690,1.12364769,12582912,12582912,6,0,0,"[185412455, 180394151, 216180697, 173392619, 191960152, 176100813]"
2,1,baseline,A,0,1134427713,1.134427713,12582912,12582912,6,0,0,"[183831461, 182673751, 176324626, 223803825, 177247493, 190338879]"
3,1,baseline,A,0,1129277658,1.129277658,12582912,12582912,6,0,0,"[185999570, 176094113, 196615404, 174930174, 220169112, 175261305]"
0,2,baseline,A,0,1143065771,1.143065771,12582912,12582912,6,0,0,"[181455220, 212509954, 174539189, 201262554, 175254935, 197806675]"
1,2,baseline,A,0,1125131021,1.125131021,12582912,12582912,6,0,0,"[187951277, 175302145, 210184974, 176590298, 200598589, 174294096]"
2,2,baseline,A,0,1131877491,1.131877491,12582912,12582912,6,0,0,"[182430999, 206834924, 175225865, 216028436, 175960312, 175117265]"
3,2,baseline,A,0,1137835384,1.137835384,12582912,12582912,6,0,0,"[194980620, 174552369, 199247317, 175087054, 217880382, 175890351]"
0,3,post_fault,A,0,4598892476,4.598892476,12582912,12582912,6,0,0,"[180515631, 889984429, 887042393, 886782610, 878881691, 875423640]"
1,3,post_fault,A,0,3901195693,3.901195693,12582912,12582912,6,0,0,"[185315615, 569935996, 493510042, 887245235, 886973131, 877982713]"
2,3,post_fault,A,0,4732247002,4.732247002,12582912,12582912,6,0,0,"[721873066, 454164875, 900919985, 881413974, 900709563, 872949659]"
3,3,post_fault,A,0,5310242709,5.310242709,12582912,12582912,6,0,0,"[892021936, 887033013, 886496568, 878233905, 876417299, 889807086]"
0,4,post_fault,A,0,4683097468,4.683097468,12582912,12582912,6,0,0,"[181585562, 891425982, 1140200014, 713550172, 878315076, 877770020]"
1,4,post_fault,A,0,3984644080,3.98464408,12582912,12582912,6,0,0,"[184590297, 176500397, 891650365, 1138799513, 714400150, 878477147]"
2,4,post_fault,A,0,4809232930,4.80923293,12582912,12582912,6,0,0,"[290077529, 902826741, 971817099, 899496033, 872699165, 872063921]"
3,4,post_fault,A,0,5378884795,5.378884795,12582912,12582912,6,0,0,"[892593423, 972239224, 881750315, 878168654, 877331187, 876592320]"
0,5,post_fault,A,0,4600213647,4.600213647,12582912,12582912,6,0,0,"[181879764, 892099288, 876197116, 882568173, 882358410, 884893734]"
1,5,post_fault,A,0,3894800276,3.894800276,12582912,12582912,6,0,0,"[187970158, 175119735, 890454413, 875105286, 883369331, 882530482]"
2,5,post_fault,A,0,4727892514,4.727892514,12582912,12582912,6,0,0,"[289320861, 905024332, 872566555, 877346277, 902838642, 880543165]"
3,5,post_fault,A,0,5296187806,5.296187806,12582912,12582912,6,0,0,"[893682301, 876519650, 882571582, 881370872, 885767371, 876021724]"
