round_id,period,route,version,duration_ns,duration_s,bytes_completed,rank_count,checksum_errors,version_errors,orchestrator_command_start_ns,orchestrator_command_end_ns,orchestrator_duration_ns
0,warmup,A,0,1187726904,1.187726904,50331648,4,0,0,310521039751097,310522232286464,1192535367
1,baseline,A,0,1129011396,1.129011396,50331648,4,0,0,310522232393935,310523365203375,1132809440
2,baseline,A,0,1121133147,1.121133147,50331648,4,0,0,310523365265604,310524487994546,1122728942
3,post_fault,A,0,5301643182,5.301643182,50331648,4,0,0,310524503295961,310529806227065,5302931104
4,post_fault,A,0,5384197921,5.384197921,50331648,4,0,0,310529806301436,310535193257990,5386956554
5,post_fault,A,0,5352730164,5.352730164,50331648,4,0,0,310535193323591,310540548437276,5355113685
