rank,round_id,period,route,version,duration_ns,duration_s,bytes_sent,bytes_received,frame_count,checksum_errors,version_errors,step_durations_ns
0,0,warmup,A,0,1182291326,1.182291326,12582912,12582912,6,0,0,"[258582120, 176677338, 174558729, 176989512, 216025946, 179250951]"
1,0,warmup,A,0,1187726904,1.187726904,12582912,12582912,6,0,0,"[183971942, 262628486, 176605057, 178293992, 175368807, 210624207]"
2,0,warmup,A,0,1179770405,1.179770405,12582912,12582912,6,0,0,"[216526410, 175249646, 235511516, 176553138, 197494291, 178191252]"
3,0,warmup,A,0,1180655221,1.180655221,12582912,12582912,6,0,0,"[183721340, 236832668, 177395754, 211306444, 174060025, 197104378]"
0,1,baseline,A,0,1127214061,1.127214061,12582912,12582912,6,0,0,"[185746998, 176637938, 187227760, 176929290, 224308698, 176163184]"
1,1,baseline,A,0,1129011396,1.129011396,12582912,12582912,6,0,0,"[179424621, 183830041, 176809299, 213855007, 178896578, 195950907]"
2,1,baseline,A,0,1120438130,1.12043813,12582912,12582912,6,0,0,"[184142824, 175139345, 191016125, 176559347, 207720231, 185649557]"
3,1,baseline,A,0,1118789026,1.118789026,12582912,12582912,6,0,0,"[177672478, 182556030, 176960259, 219738908, 178082710, 183563759]"
0,2,baseline,A,0,1121133147,1.121133147,12582912,12582912,6,0,0,"[187052830, 175408347, 207475520, 175873561, 185752268, 189328680]"
1,2,baseline,A,0,1114377688,1.114377688,12582912,12582912,6,0,0,"[182893752, 193665078, 176231714, 197078457, 183286327, 181030735]"
2,2,baseline,A,0,1115334936,1.115334936,12582912,12582912,6,0,0,"[189803774, 175671238, 203488573, 175634059, 191958022, 178558115]"
3,2,baseline,A,0,1117978408,1.117978408,12582912,12582912,6,0,0,"[179910807, 192234365, 174743760, 201309485, 188353582, 181226037]"
0,3,post_fault,A,0,4605276130,4.60527613,12582912,12582912,6,0,0,"[182172597, 890397692, 890107549, 884688712, 880134112, 877536938]"
1,3,post_fault,A,0,3905553691,3.905553691,12582912,12582912,6,0,0,"[182201717, 403724959, 675041184, 879440584, 884572580, 880355024]"
2,3,post_fault,A,0,4439026266,4.439026266,12582912,12582912,6,0,0,"[552595693, 621677982, 639648290, 879126772, 873765336, 872014301]"
3,3,post_fault,A,0,5301643182,5.301643182,12582912,12582912,6,0,0,"[893633581, 889573994, 885711550, 879636427, 877159776, 875654362]"
0,4,post_fault,A,0,4688524176,4.688524176,12582912,12582912,6,0,0,"[181631482, 891500592, 983671864, 878231144, 875346418, 877931172]"
1,4,post_fault,A,0,3989719804,3.989719804,12582912,12582912,6,0,0,"[185687988, 174740142, 891911834, 983092319, 878485536, 875619202]"
2,4,post_fault,A,0,4518507896,4.518507896,12582912,12582912,6,0,0,"[223977905, 700672199, 976394041, 872625025, 872584705, 872060530]"
3,4,post_fault,A,0,5384197921,5.384197921,12582912,12582912,6,0,0,"[893002954, 983165090, 877974883, 876537949, 877370087, 875963904]"
0,5,post_fault,A,0,4658099129,4.658099129,12582912,12582912,6,0,0,"[180849685, 934519321, 879202844, 876534950, 908366451, 878432867]"
1,5,post_fault,A,0,3958889962,3.958889962,12582912,12582912,6,0,0,"[181974355, 200513488, 952439309, 837991170, 877651819, 908083608]"
2,5,post_fault,A,0,4487009920,4.48700992,12582912,12582912,6,0,0,"[385199688, 664078736, 791430439, 872636286, 901395430, 872036910]"
3,5,post_fault,A,0,5352730164,5.352730164,12582912,12582912,6,0,0,"[935844373, 878510887, 876819392, 909162007, 877378297, 874781673]"
