rank,round_id,period,route,version,duration_ns,duration_s,bytes_sent,bytes_received,frame_count,checksum_errors,version_errors,step_durations_ns
0,0,warmup,A,0,1129082167,1.129082167,12582912,12582912,6,0,0,"[209495758, 175867201, 207363349, 177045551, 182709060, 176376545]"
1,0,warmup,A,0,1151133271,1.151133271,12582912,12582912,6,0,0,"[185509895, 218593377, 174770781, 192855490, 177146282, 202020431]"
2,0,warmup,A,0,1131369587,1.131369587,12582912,12582912,6,0,0,"[223326919, 175646179, 182455420, 177183972, 197163609, 175404488]"
3,0,warmup,A,0,1149597927,1.149597927,12582912,12582912,6,0,0,"[183690669, 228129861, 177254984, 176271885, 176186224, 207843822]"
0,1,baseline,A,0,1128108379,1.128108379,12582912,12582912,6,0,0,"[183380387, 194237863, 175823482, 196411021, 175742311, 202296674]"
1,1,baseline,A,0,1106612699,1.106612699,12582912,12582912,6,0,0,"[184812228, 179813646, 200160746, 174747600, 190586291, 176319455]"
2,1,baseline,A,0,1130173307,1.130173307,12582912,12582912,6,0,0,"[184727600, 189525961, 175777890, 200424957, 176297524, 203169862]"
3,1,baseline,A,0,1107616118,1.107616118,12582912,12582912,6,0,0,"[181714373, 182356378, 198558000, 173850513, 194662196, 176287564]"
0,2,baseline,A,0,1131626460,1.13162646,12582912,12582912,6,0,0,"[181813234, 201297876, 175184524, 196038059, 195580165, 181539062]"
1,2,baseline,A,0,1132177274,1.132177274,12582912,12582912,6,0,0,"[187608805, 175021613, 227249503, 177009922, 175867492, 189173678]"
2,2,baseline,A,0,1149696990,1.14969699,12582912,12582912,6,0,0,"[181416160, 186941858, 176922761, 222987995, 204716606, 176538287]"
3,2,baseline,A,0,1153331392,1.153331392,12582912,12582912,6,0,0,"[194257563, 176068022, 203212422, 175382187, 199028356, 205210570]"
0,3,post_fault,A,0,1122374098,1.122374098,12582912,12582912,6,0,0,"[181719263, 184185664, 180223220, 200933252, 175180616, 199923744]"
1,3,post_fault,A,0,1108850768,1.108850768,12582912,12582912,6,0,0,"[184013483, 180397430, 187843046, 174709400, 205942607, 175743039]"
2,3,post_fault,A,0,1133217222,1.133217222,12582912,12582912,6,0,0,"[185018152, 183553178, 177909689, 198132727, 176381065, 212004829]"
3,3,post_fault,A,0,1101980618,1.101980618,12582912,12582912,6,0,0,"[181844123, 183610629, 187765236, 174711391, 198809663, 175046094]"
0,4,post_fault,A,0,1140681860,1.14068186,12582912,12582912,6,0,0,"[194165042, 180882815, 186333394, 210869629, 175882661, 192325907]"
1,4,post_fault,A,0,1128269360,1.12826936,12582912,12582912,6,0,0,"[195053330, 179653984, 190440560, 175087074, 211070710, 176700599]"
2,4,post_fault,A,0,1132037284,1.132037284,12582912,12582912,6,0,0,"[199865423, 182158086, 175059584, 224249387, 174898853, 175598259]"
3,4,post_fault,A,0,1137866444,1.137866444,12582912,12582912,6,0,0,"[193841819, 185396486, 190698292, 175539528, 214358989, 177807288]"
0,5,post_fault,A,0,1130922163,1.130922163,12582912,12582912,6,0,0,"[185180813, 175617859, 195809297, 173627121, 225583939, 174897472]"
1,5,post_fault,A,0,1143126870,1.14312687,12582912,12582912,6,0,0,"[182360627, 190026655, 174855052, 194032791, 175866831, 225785730]"
2,5,post_fault,A,0,1110767666,1.110767666,12582912,12582912,6,0,0,"[182271207, 180670492, 212240880, 176475426, 183823152, 175108195]"
3,5,post_fault,A,0,1145841754,1.145841754,12582912,12582912,6,0,0,"[180168409, 182671721, 179285921, 219219434, 176739769, 207579301]"
