round_id,period,route,version,duration_ns,duration_s,bytes_completed,rank_count,checksum_errors,version_errors,orchestrator_command_start_ns,orchestrator_command_end_ns,orchestrator_duration_ns
0,warmup,A,0,1201442285,1.201442285,50331648,4,0,0,310684552873722,310685758179201,1205305479
1,baseline,A,0,1158913669,1.158913669,50331648,4,0,0,310685758272552,310686918951248,1160678696
2,baseline,A,0,1146900343,1.146900343,50331648,4,0,0,310686919016899,310688067528276,1148511377
3,post_fault,A,0,1294453836,1.294453836,50331648,4,0,0,310688081451180,310689377894202,1296443022
4,post_fault,A,0,1127697535,1.127697535,50331648,4,0,0,310689392822173,310690523623436,1130801263
5,post_fault,A,0,1153860615,1.153860615,50331648,4,0,0,310690523696906,310691679785231,1156088325
