round_id,period,route,version,duration_ns,duration_s,bytes_completed,rank_count,checksum_errors,version_errors,orchestrator_command_start_ns,orchestrator_command_end_ns,orchestrator_duration_ns
0,warmup,A,0,1166084854,1.166084854,50331648,4,0,0,310444674709865,310445843652423,1168942558
1,baseline,A,0,1151429103,1.151429103,50331648,4,0,0,310445843754124,310446998199754,1154445630
2,baseline,A,0,1157261286,1.157261286,50331648,4,0,0,310446998264815,310448156976224,1158711409
3,post_fault,A,0,1132804469,1.132804469,50331648,4,0,0,310448158707969,310449292531238,1133823269
4,post_fault,A,0,1127507072,1.127507072,50331648,4,0,0,310449292599328,310450422805885,1130206557
5,post_fault,A,0,1153403381,1.153403381,50331648,4,0,0,310450422875095,310451578744729,1155869634
