rank,round_id,period,route,version,duration_ns,duration_s,bytes_sent,bytes_received,frame_count,checksum_errors,version_errors,step_durations_ns
0,0,warmup,A,0,1166084854,1.166084854,12582912,12582912,6,0,0,"[219485834, 178687957, 174816691, 177751228, 191323767, 223799964]"
1,0,warmup,A,0,1130872394,1.130872394,12582912,12582912,6,0,0,"[197282921, 202288034, 201386476, 177025301, 175482087, 177179663]"
2,0,warmup,A,0,1146837143,1.146837143,12582912,12582912,6,0,0,"[184679798, 196380432, 195879447, 202171653, 182207567, 185292584]"
3,0,warmup,A,0,1141362455,1.141362455,12582912,12582912,6,0,0,"[186859467, 178090692, 204280311, 187354182, 202494445, 182041645]"
0,1,baseline,A,0,1132179234,1.132179234,12582912,12582912,6,0,0,"[188072949, 175657679, 206482252, 175010313, 211479735, 175225315]"
1,1,baseline,A,0,1151429103,1.151429103,12582912,12582912,6,0,0,"[179255211, 189793663, 174342938, 207240898, 176181364, 224354887]"
2,1,baseline,A,0,1133480206,1.133480206,12582912,12582912,6,0,0,"[185043321, 173819074, 221264132, 175866400, 201232885, 176035253]"
3,1,baseline,A,0,1142977330,1.14297733,12582912,12582912,6,0,0,"[181036825, 185171353, 177345814, 217866502, 174690511, 206675882]"
0,2,baseline,A,0,1140286915,1.140286915,12582912,12582912,6,0,0,"[197029888, 175760790, 190800461, 176195704, 224616571, 175696518]"
1,2,baseline,A,0,1157261286,1.157261286,12582912,12582912,6,0,0,"[181407450, 195390223, 175658119, 214542042, 175860321, 214211030]"
2,2,baseline,A,0,1131222406,1.131222406,12582912,12582912,6,0,0,"[195744697, 174489319, 193984391, 173986535, 215572651, 177249703]"
3,2,baseline,A,0,1153952157,1.153952157,12582912,12582912,6,0,0,"[180281770, 195858968, 176327565, 210979680, 174779302, 215524990]"
0,3,post_fault,A,0,1127587012,1.127587012,12582912,12582912,6,0,0,"[181840164, 195782316, 175806891, 212856457, 186148612, 174912232]"
1,3,post_fault,A,0,1132804469,1.132804469,12582912,12582912,6,0,0,"[192659360, 174928623, 200630919, 176186965, 200895442, 187294211]"
2,3,post_fault,A,0,1125306653,1.125306653,12582912,12582912,6,0,0,"[180210999, 197408590, 175604849, 201961932, 176236824, 193686758]"
3,3,post_fault,A,0,1114202896,1.114202896,12582912,12582912,6,0,0,"[187285931, 174503568, 211570156, 174816062, 189386281, 176433116]"
0,4,post_fault,A,0,1108170433,1.108170433,12582912,12582912,6,0,0,"[182383747, 181551061, 195106151, 179286871, 194892118, 174754561]"
1,4,post_fault,A,0,1123899322,1.123899322,12582912,12582912,6,0,0,"[180144688, 186882938, 176021953, 207841863, 183451648, 189304489]"
2,4,post_fault,A,0,1117069170,1.11706917,12582912,12582912,6,0,0,"[184833120, 175100393, 188469972, 176135734, 218297254, 174006675]"
3,4,post_fault,A,0,1127507072,1.127507072,12582912,12582912,6,0,0,"[182666480, 195532345, 177890110, 185670578, 177317603, 208214416]"
0,5,post_fault,A,0,1146531441,1.146531441,12582912,12582912,6,0,0,"[185095123, 189318910, 174690871, 245906500, 175320586, 176012242]"
1,5,post_fault,A,0,1148974142,1.148974142,12582912,12582912,6,0,0,"[182914084, 180561693, 207700441, 176923910, 225830421, 174826433]"
2,5,post_fault,A,0,1153403381,1.153403381,12582912,12582912,6,0,0,"[182572080, 189235398, 174291737, 224998105, 175967422, 206120378]"
3,5,post_fault,A,0,1128775634,1.128775634,12582912,12582912,6,0,0,"[181296989, 182055706, 214862876, 174889712, 199151007, 176315525]"
