t_monotonic_ns,event,rank,version,route,effective_round
310612016562485,RECOVERY_PROPOSE,,1,B,4
310612016676277,READY,2,1,B,4
310612016800378,READY,3,1,B,4
310612016699677,READY,0,1,B,4
310612016785898,READY,1,1,B,4
310612017168111,COMMITTED,0,1,,
310612017177021,COMMITTED,1,1,,
310612017202731,COMMITTED,2,1,,
310612017207101,COMMITTED,3,1,,
310612017396813,RECOVERY_COMMIT,,1,B,4
