round_id,period,route,version,duration_ns,duration_s,bytes_completed,rank_count,checksum_errors,version_errors,orchestrator_command_start_ns,orchestrator_command_end_ns,orchestrator_duration_ns
0,warmup,A,0,1206048773,1.206048773,50331648,4,0,0,310434947287686,310436155299716,1208012030
1,baseline,A,0,1135576364,1.135576364,50331648,4,0,0,310436155384367,310437293753926,1138369559
2,baseline,A,0,1139914143,1.139914143,50331648,4,0,0,310437293827527,310438435024789,1141197262
3,post_fault,A,0,1162869455,1.162869455,50331648,4,0,0,310438436724825,310439602461185,1165736360
4,post_fault,A,0,1159574525,1.159574525,50331648,4,0,0,310439602556046,310440764770685,1162214639
5,post_fault,A,0,1130615111,1.130615111,50331648,4,0,0,310440764848225,310441897264252,1132416027
