round_id,period,route,version,duration_ns,duration_s,bytes_completed,rank_count,checksum_errors,version_errors,orchestrator_command_start_ns,orchestrator_command_end_ns,orchestrator_duration_ns
0,warmup,A,0,1177806297,1.177806297,50331648,4,0,0,310618877169137,310620057683486,1180514349
1,baseline,A,0,1136652794,1.136652794,50331648,4,0,0,310620057759407,310621199412775,1141653368
2,baseline,A,0,1143550875,1.143550875,50331648,4,0,0,310621199457906,310622346501531,1147043625
3,post_fault,A,0,5286481859,5.286481859,50331648,4,0,0,310622359895309,310627650370903,5290475594
4,post_fault,B,1,1321193351,1.321193351,50331648,4,0,0,310627665182054,310628988995418,1323813364
5,post_fault,B,1,1318295785,1.318295785,50331648,4,0,0,310628989054688,310630308670666,1319615978
6,post_fault,B,1,1125671777,1.125671777,50331648,4,0,0,310630308717096,310631436803024,1128085928
