round_id,period,route,version,duration_ns,duration_s,bytes_completed,rank_count,checksum_errors,version_errors,orchestrator_command_start_ns,orchestrator_command_end_ns,orchestrator_duration_ns
0,warmup,A,0,1180760643,1.180760643,50331648,4,0,0,310476585522072,310477770074659,1184552587
1,baseline,A,0,1132524987,1.132524987,50331648,4,0,0,310477770136058,310478905992596,1135856538
2,baseline,A,0,1126353113,1.126353113,50331648,4,0,0,310478906058466,310480035104212,1129045746
3,post_fault,A,0,5293150088,5.293150088,50331648,4,0,0,310480048564342,310485343922449,5295358107
4,post_fault,A,0,5403566162,5.403566162,50331648,4,0,0,310485343982859,310490749135355,5405152496
5,post_fault,A,0,5283218251,5.283218251,50331648,4,0,0,310490749212956,310496034351554,5285138598
