rank,round_id,period,route,version,duration_ns,duration_s,bytes_sent,bytes_received,frame_count,checksum_errors,version_errors,step_durations_ns
0,0,warmup,A,0,1158354945,1.158354945,12582912,12582912,6,0,0,"[257372550, 176336986, 176693727, 181198728, 186101911, 180422640]"
1,0,warmup,A,0,1163330049,1.163330049,12582912,12582912,6,0,0,"[181078197, 254657566, 179487813, 176144503, 178296181, 193423037]"
2,0,warmup,A,0,1150629936,1.150629936,12582912,12582912,6,0,0,"[250151726, 179023679, 187519235, 181258548, 173931404, 178525075]"
3,0,warmup,A,0,1159216542,1.159216542,12582912,12582912,6,0,0,"[184975011, 242666761, 180378611, 185666647, 181590062, 183704919]"
0,1,baseline,A,0,1128700194,1.128700194,12582912,12582912,6,0,0,"[183865652, 188078359, 174878562, 200106095, 174839922, 206720194]"
1,1,baseline,A,0,1117511285,1.117511285,12582912,12582912,6,0,0,"[177289204, 184721418, 204109500, 176619757, 199481389, 175043773]"
2,1,baseline,A,0,1124189884,1.124189884,12582912,12582912,6,0,0,"[183828371, 181317039, 177942210, 214977436, 177032131, 188880726]"
3,1,baseline,A,0,1118992069,1.118992069,12582912,12582912,6,0,0,"[181936475, 179633723, 194795927, 175222496, 211280404, 175930452]"
0,2,baseline,A,0,1113654902,1.113654902,12582912,12582912,6,0,0,"[181433639, 188074608, 182802272, 190608761, 182455420, 188077958]"
1,2,baseline,A,0,1103934625,1.103934625,12582912,12582912,6,0,0,"[195093980, 183354566, 179292850, 175325017, 189143649, 181508551]"
2,2,baseline,A,0,1103690594,1.103690594,12582912,12582912,6,0,0,"[180762964, 193295184, 191639739, 182539730, 176078162, 179147180]"
3,2,baseline,A,0,1107441976,1.107441976,12582912,12582912,6,0,0,"[189755684, 174933972, 193786729, 187344581, 187145630, 174291157]"
0,3,post_fault,A,0,4599622542,4.599622542,12582912,12582912,6,0,0,"[181488830, 888666126, 888562626, 885385358, 878464987, 876808392]"
1,3,post_fault,A,0,3901719238,3.901719238,12582912,12582912,6,0,0,"[310883762, 526513813, 456311954, 842790172, 886115203, 878869370]"
2,3,post_fault,A,0,4722307294,4.722307294,12582912,12582912,6,0,0,"[794018393, 482877129, 822198371, 879273695, 871469985, 872215951]"
3,3,post_fault,A,0,5297142584,5.297142584,12582912,12582912,6,0,0,"[889975278, 889595936, 884679273, 878363296, 877604139, 876680350]"
0,4,post_fault,A,0,4687394366,4.687394366,12582912,12582912,6,0,0,"[181803193, 896766358, 1039912521, 714051607, 875252938, 979382637]"
1,4,post_fault,A,0,3887769725,3.887769725,12582912,12582912,6,0,0,"[182457578, 178602384, 896870210, 1038901442, 715012314, 875652102]"
2,4,post_fault,A,0,4831748359,4.831748359,12582912,12582912,6,0,0,"[306674865, 906612495, 872971779, 873922326, 871203462, 1000137870]"
3,4,post_fault,A,0,5382984000,5.382984,12582912,12582912,6,0,0,"[897571204, 875819755, 878218334, 876356098, 978820193, 875958875]"
0,5,post_fault,A,0,4602475988,4.602475988,12582912,12582912,6,0,0,"[184394366, 887183354, 890138230, 879706798, 885998033, 874857735]"
1,5,post_fault,A,0,3905914935,3.905914935,12582912,12582912,6,0,0,"[180996016, 182483459, 1047339686, 729323641, 879517287, 886048184]"
2,5,post_fault,A,0,4719442958,4.719442958,12582912,12582912,6,0,0,"[291555141, 917252510, 885697340, 874140938, 878546998, 872045270]"
3,5,post_fault,A,0,5297859770,5.29785977,12582912,12582912,6,0,0,"[891583411, 889623455, 879822529, 879007981, 882556973, 875081857]"
