round_id,period,route,version,duration_ns,duration_s,bytes_completed,rank_count,checksum_errors,version_errors,orchestrator_command_start_ns,orchestrator_command_end_ns,orchestrator_duration_ns
0,warmup,A,0,1182971811,1.182971811,50331648,4,0,0,310644476258384,310645661955199,1185696815
1,baseline,A,0,1119547543,1.119547543,50331648,4,0,0,310645662033520,310646786876530,1124843010
2,baseline,A,0,1135733116,1.135733116,50331648,4,0,0,310646786934180,310647925038957,1138104777
3,post_fault,B,1,1205111707,1.205111707,50331648,4,0,0,310647939654766,310649146154075,1206499309
4,post_fault,B,1,1111915137,1.111915137,50331648,4,0,0,310649146214476,310650259771126,1113556650
5,post_fault,B,1,1156185017,1.156185017,50331648,4,0,0,310650259842296,310651418151641,1158309345
