rank,round_id,period,route,version,duration_ns,duration_s,bytes_sent,bytes_received,frame_count,checksum_errors,version_errors,step_durations_ns
0,0,warmup,A,0,1178269590,1.17826959,12582912,12582912,6,0,0,"[199325128, 176110153, 206683143, 176663697, 242492798, 176753288]"
1,0,warmup,A,0,1182971811,1.182971811,12582912,12582912,6,0,0,"[187193310, 232910534, 174400658, 198241048, 174669830, 215306979]"
2,0,warmup,A,0,1161826596,1.161826596,12582912,12582912,6,0,0,"[190958614, 176368176, 237423323, 176089323, 204333952, 176431137]"
3,0,warmup,A,0,1178674524,1.178674524,12582912,12582912,6,0,0,"[184240784, 214966486, 174637410, 219082542, 174394258, 211127873]"
0,1,baseline,A,0,1116525015,1.116525015,12582912,12582912,6,0,0,"[182219617, 181930634, 195504823, 173437599, 206522861, 176684547]"
1,1,baseline,A,0,1119547543,1.119547543,12582912,12582912,6,0,0,"[181273869, 202155373, 176844609, 187497363, 176156603, 195409133]"
2,1,baseline,A,0,1104735002,1.104735002,12582912,12582912,6,0,0,"[183726200, 181956744, 211924558, 174425388, 176075493, 176422445]"
3,1,baseline,A,0,1113044445,1.113044445,12582912,12582912,6,0,0,"[184775449, 190502070, 175654469, 210434136, 175026053, 176443826]"
0,2,baseline,A,0,1124653008,1.124653008,12582912,12582912,6,0,0,"[184566077, 186723267, 174591800, 193087113, 175782920, 209690779]"
1,2,baseline,A,0,1118949727,1.118949727,12582912,12582912,6,0,0,"[179802104, 183840241, 186726667, 176268315, 216665622, 175455227]"
2,2,baseline,A,0,1135733116,1.135733116,12582912,12582912,6,0,0,"[180798645, 192684089, 174534888, 186813178, 176445866, 224234337]"
3,2,baseline,A,0,1111889885,1.111889885,12582912,12582912,6,0,0,"[181405511, 178224023, 193089243, 175154934, 208146905, 175676689]"
0,3,post_fault,B,1,1201314053,1.201314053,12582912,12582912,6,0,0,"[208480569, 173812932, 239457691, 191261206, 211699746, 176393365]"
1,3,post_fault,B,1,1205111707,1.205111707,12582912,12582912,6,0,0,"[192291456, 216034845, 175812520, 226960332, 181811393, 211958889]"
2,3,post_fault,B,1,1178315240,1.17831524,12582912,12582912,6,0,0,"[257770344, 188506273, 178508575, 173863914, 203793677, 175514907]"
3,3,post_fault,B,1,1182256156,1.182256156,12582912,12582912,6,0,0,"[184765240, 251799790, 196045010, 186849298, 175802979, 186785607]"
0,4,post_fault,B,1,1100868869,1.100868869,12582912,12582912,6,0,0,"[190831954, 175883821, 180878566, 180514513, 187977258, 184579688]"
1,4,post_fault,B,1,1105841243,1.105841243,12582912,12582912,6,0,0,"[182181318, 192554108, 175279545, 177226963, 181587282, 196777705]"
2,4,post_fault,B,1,1094851245,1.094851245,12582912,12582912,6,0,0,"[184156925, 176458737, 193135494, 186390314, 178554215, 175940901]"
3,4,post_fault,B,1,1111915137,1.111915137,12582912,12582912,6,0,0,"[182113756, 187047589, 174769952, 191146766, 187130460, 189483871]"
0,5,post_fault,B,1,1135405243,1.135405243,12582912,12582912,6,0,0,"[180889575, 192116934, 175260395, 216184857, 183841732, 186876659]"
1,5,post_fault,B,1,1135381583,1.135381583,12582912,12582912,6,0,0,"[186209462, 175603598, 222994047, 174973703, 190951625, 184415507]"
2,5,post_fault,B,1,1133999272,1.133999272,12582912,12582912,6,0,0,"[180988396, 198361278, 175282946, 218257146, 182726553, 176613438]"
3,5,post_fault,B,1,1156185017,1.156185017,12582912,12582912,6,0,0,"[184063384, 179685055, 215617901, 173843742, 200733851, 202036132]"
