rank,round_id,period,route,version,duration_ns,duration_s,bytes_sent,bytes_received,frame_count,checksum_errors,version_errors,step_durations_ns
0,0,warmup,A,0,1173092090,1.17309209,12582912,12582912,6,0,0,"[216312016, 175615287, 209538497, 180025177, 199804411, 191528289]"
1,0,warmup,A,0,1161194344,1.161194344,12582912,12582912,6,0,0,"[182975533, 212479693, 175308886, 219796698, 175836081, 194561977]"
2,0,warmup,A,0,1153870651,1.153870651,12582912,12582912,6,0,0,"[230434551, 175234664, 180320058, 174497217, 208830920, 184315366]"
3,0,warmup,A,0,1152494127,1.152494127,12582912,12582912,6,0,0,"[183850651, 232042805, 181803082, 201800669, 176193032, 176594817]"
0,1,baseline,A,0,1113505460,1.11350546,12582912,12582912,6,0,0,"[187326332, 180308860, 192685510, 182520990, 175554478, 194899689]"
1,1,baseline,A,0,1101282101,1.101282101,12582912,12582912,6,0,0,"[180704714, 187491704, 186722717, 184484306, 185378394, 176289785]"
2,1,baseline,A,0,1116689377,1.116689377,12582912,12582912,6,0,0,"[183893622, 178480234, 190564400, 186577155, 177882568, 199078366]"
3,1,baseline,A,0,1095544971,1.095544971,12582912,12582912,6,0,0,"[180402230, 181318949, 183204887, 186085381, 186514135, 177775018]"
0,2,baseline,A,0,1134909367,1.134909367,12582912,12582912,6,0,0,"[181546591, 190931713, 175775910, 199762281, 175265386, 211427924]"
1,2,baseline,A,0,1121779012,1.121779012,12582912,12582912,6,0,0,"[188441772, 172500381, 195649826, 176193475, 213541503, 175247365]"
2,2,baseline,A,0,1125949640,1.12594964,12582912,12582912,6,0,0,"[183665880, 187530964, 176307505, 206489211, 175929222, 195809346]"
3,2,baseline,A,0,1128703414,1.128703414,12582912,12582912,6,0,0,"[186624356, 175792290, 195482204, 174529669, 219596546, 176468387]"
0,3,post_fault,A,0,1246466523,1.246466523,12582912,12582912,6,0,0,"[181407010, 311801810, 204716485, 195016240, 176648268, 176666239]"
1,3,post_fault,A,0,1251260893,1.251260893,12582912,12582912,6,0,0,"[185262854, 183694810, 312715107, 199909713, 192645670, 176825730]"
2,3,post_fault,A,0,1276942531,1.276942531,12582912,12582912,6,0,0,"[289539534, 179875145, 183848741, 219603667, 200310948, 203455124]"
3,3,post_fault,A,0,1255540572,1.255540572,12582912,12582912,6,0,0,"[312658067, 200415547, 199485748, 175251116, 176259524, 191246347]"
0,4,post_fault,A,0,1096337738,1.096337738,12582912,12582912,6,0,0,"[181674813, 182076615, 197974827, 176380426, 176481296, 181541860]"
1,4,post_fault,A,0,1104174247,1.104174247,12582912,12582912,6,0,0,"[185844399, 178142521, 182644412, 203008370, 177132301, 177183992]"
2,4,post_fault,A,0,1122560419,1.122560419,12582912,12582912,6,0,0,"[184664058, 180464401, 178744486, 187306292, 208929144, 182049315]"
3,4,post_fault,A,0,1122082195,1.122082195,12582912,12582912,6,0,0,"[183017234, 198441189, 176111123, 175691588, 181031476, 207577451]"
0,5,post_fault,A,0,1139673080,1.13967308,12582912,12582912,6,0,0,"[180825575, 185239314, 177372324, 210706619, 190883783, 194439174]"
1,5,post_fault,A,0,1129549962,1.129549962,12582912,12582912,6,0,0,"[186338224, 175660648, 185489766, 177330225, 209934711, 194580227]"
2,5,post_fault,A,0,1134177891,1.134177891,12582912,12582912,6,0,0,"[180766025, 210299065, 192362637, 187823666, 177113692, 185610576]"
3,5,post_fault,A,0,1136104199,1.136104199,12582912,12582912,6,0,0,"[185712017, 177250273, 211547605, 190531841, 194772078, 176097393]"
