round_id,period,route,version,duration_ns,duration_s,bytes_completed,rank_count,checksum_errors,version_errors,orchestrator_command_start_ns,orchestrator_command_end_ns,orchestrator_duration_ns
0,warmup,A,0,1173092090,1.17309209,50331648,4,0,0,310674526907974,310675702045951,1175137977
1,baseline,A,0,1116689377,1.116689377,50331648,4,0,0,310675702128302,310676823119157,1120990855
2,baseline,A,0,1134909367,1.134909367,50331648,4,0,0,310676823180148,310677959414158,1136234010
3,post_fault,A,0,1276942531,1.276942531,50331648,4,0,0,310677973088288,310679252159178,1279070890
4,post_fault,A,0,1122560419,1.122560419,50331648,4,0,0,310679267171571,310680392816667,1125645096
5,post_fault,A,0,1139673080,1.13967308,50331648,4,0,0,310680392887428,310681533994011,1141106583
