rank,round_id,period,route,version,duration_ns,duration_s,bytes_sent,bytes_received,frame_count,checksum_errors,version_errors,step_durations_ns
0,0,warmup,A,0,1137681438,1.137681438,12582912,12582912,6,0,0,"[188172449, 181772912, 201852199, 175589057, 213373610, 176673519]"
1,0,warmup,A,0,1152361057,1.152361057,12582912,12582912,6,0,0,"[200900630, 176535966, 175704249, 229639194, 176503444, 192849531]"
2,0,warmup,A,0,1137718428,1.137718428,12582912,12582912,6,0,0,"[198901534, 183571608, 195160370, 175174494, 207566888, 177130331]"
3,0,warmup,A,0,1143382487,1.143382487,12582912,12582912,6,0,0,"[186326121, 191079693, 182907903, 217791969, 175507417, 189529881]"
0,1,baseline,A,0,1125469205,1.125469205,12582912,12582912,6,0,0,"[186731427, 179279010, 220261103, 175481596, 176816149, 186649935]"
1,1,baseline,A,0,1132907071,1.132907071,12582912,12582912,6,0,0,"[178345273, 196120598, 176374467, 212479764, 193728178, 175652589]"
2,1,baseline,A,0,1135834206,1.135834206,12582912,12582912,6,0,0,"[190817023, 174531569, 208597419, 175208166, 192993283, 193477306]"
3,1,baseline,A,0,1121588122,1.121588122,12582912,12582912,6,0,0,"[181409818, 201005831, 176297305, 193326154, 187844317, 181486500]"
0,2,baseline,A,0,1134722886,1.134722886,12582912,12582912,6,0,0,"[190228348, 177944599, 217663690, 173977664, 198201478, 176494626]"
1,2,baseline,A,0,1156522440,1.15652244,12582912,12582912,6,0,0,"[186917878, 188926026, 175954322, 220072141, 175272435, 209117305]"
2,2,baseline,A,0,1142243903,1.142243903,12582912,12582912,6,0,0,"[191602030, 175915601, 214742065, 176193053, 208272617, 175319126]"
3,2,baseline,A,0,1167925911,1.167925911,12582912,12582912,6,0,0,"[187883188, 192241125, 175569419, 215631511, 175929013, 220488365]"
0,3,post_fault,A,0,4595729828,4.595729828,12582912,12582912,6,0,0,"[181694282, 891054899, 883155537, 883117807, 879023082, 877435568]"
1,3,post_fault,A,0,3896591033,3.896591033,12582912,12582912,6,0,0,"[431051030, 423531534, 398228392, 882916576, 881620114, 878997662]"
2,3,post_fault,A,0,4461887498,4.461887498,12582912,12582912,6,0,0,"[743836940, 326467719, 740384660, 878873741, 874670243, 897447064]"
3,3,post_fault,A,0,5290824757,5.290824757,12582912,12582912,6,0,0,"[891982537, 882988247, 884172027, 878194845, 877377907, 875905305]"
0,4,post_fault,A,0,4681992788,4.681992788,12582912,12582912,6,0,0,"[181436581, 899992386, 967738743, 879444356, 877330316, 875842063]"
1,4,post_fault,A,0,3983810653,3.983810653,12582912,12582912,6,0,0,"[184973930, 174958602, 899273891, 968086597, 879710557, 876589811]"
2,4,post_fault,A,0,4546133610,4.54613361,12582912,12582912,6,0,0,"[194260853, 737721786, 969316518, 874882945, 900083559, 869637678]"
3,4,post_fault,A,0,5378931775,5.378931775,12582912,12582912,6,0,0,"[893384508, 976002128, 879579717, 875378880, 877189436, 877193446]"
0,5,post_fault,A,0,4585910251,4.585910251,12582912,12582912,6,0,0,"[181712183, 894287807, 876376739, 877455977, 1042011200, 713838345]"
1,5,post_fault,A,0,4051213006,4.051213006,12582912,12582912,6,0,0,"[180433481, 180321201, 894808192, 875295638, 1041188362, 878939641]"
2,5,post_fault,A,0,4449792861,4.449792861,12582912,12582912,6,0,0,"[320901379, 665409988, 816906474, 872662765, 903405127, 870309395]"
3,5,post_fault,A,0,5283348301,5.283348301,12582912,12582912,6,0,0,"[895268345, 876596811, 877414708, 880732386, 875505051, 877612050]"
