round_id,period,route,version,duration_ns,duration_s,bytes_completed,rank_count,checksum_errors,version_errors,orchestrator_command_start_ns,orchestrator_command_end_ns,orchestrator_duration_ns
0,warmup,A,0,1176559683,1.176559683,50331648,4,0,0,310498833770911,310500014351902,1180580991
1,baseline,A,0,1116690127,1.116690127,50331648,4,0,0,310500014423012,310501133633631,1119210619
2,baseline,A,0,1142356973,1.142356973,50331648,4,0,0,310501133688852,310502277365728,1143676876
3,post_fault,A,0,5289782019,5.289782019,50331648,4,0,0,310502290775266,310507583452380,5292677114
4,post_fault,A,0,5386087149,5.386087149,50331648,4,0,0,310507583540630,310512971816178,5388275548
5,post_fault,A,0,5311080976,5.311080976,50331648,4,0,0,310512971869018,310518285220875,5313351857
